flavor,w,l,nf,vg,vd,id
0,1e-07,3e-08,1,0.1,0.19999999999999998,1.992626e-06
0,1e-07,3e-08,1,0.1,0.20909090909090908,2.038923e-06
0,1e-07,3e-08,1,0.1,0.21818181818181817,2.092142e-06
0,1e-07,3e-08,1,0.1,0.22727272727272727,2.141619e-06
0,1e-07,3e-08,1,0.1,0.23636363636363636,2.185966e-06
0,1e-07,3e-08,1,0.1,0.24545454545454545,2.242124e-06
0,1e-07,3e-08,1,0.1,0.2545454545454545,2.293186e-06
0,1e-07,3e-08,1,0.1,0.2636363636363636,2.344092e-06
0,1e-07,3e-08,1,0.1,0.2727272727272727,2.390596e-06
0,1e-07,3e-08,1,0.1,0.2818181818181818,2.445225e-06
0,1e-07,3e-08,1,0.1,0.2909090909090909,2.505367e-06
0,1e-07,3e-08,1,0.1,0.3,2.554623e-06
0,1e-07,3e-08,1,0.1,0.3090909090909091,2.611901e-06
0,1e-07,3e-08,1,0.1,0.3181818181818182,2.665997e-06
0,1e-07,3e-08,1,0.1,0.32727272727272727,2.732099e-06
0,1e-07,3e-08,1,0.1,0.33636363636363636,2.789868e-06
0,1e-07,3e-08,1,0.1,0.34545454545454546,2.843206e-06
0,1e-07,3e-08,1,0.1,0.35454545454545455,2.909836e-06
0,1e-07,3e-08,1,0.1,0.36363636363636365,2.964668e-06
0,1e-07,3e-08,1,0.1,0.3727272727272727,3.033665e-06
0,1e-07,3e-08,1,0.1,0.3818181818181818,3.100791e-06
0,1e-07,3e-08,1,0.1,0.3909090909090909,3.169144e-06
0,1e-07,3e-08,1,0.1,0.39999999999999997,3.233777e-06
0,1e-07,3e-08,1,0.1,0.40909090909090906,3.30884e-06
0,1e-07,3e-08,1,0.1,0.41818181818181815,3.376535e-06
0,1e-07,3e-08,1,0.1,0.42727272727272725,3.446236e-06
0,1e-07,3e-08,1,0.1,0.43636363636363634,3.52297e-06
0,1e-07,3e-08,1,0.1,0.44545454545454544,3.604981e-06
0,1e-07,3e-08,1,0.1,0.45454545454545453,3.681983e-06
0,1e-07,3e-08,1,0.1,0.4636363636363636,3.767795e-06
0,1e-07,3e-08,1,0.1,0.4727272727272727,3.847231e-06
0,1e-07,3e-08,1,0.1,0.4818181818181818,3.93914e-06
0,1e-07,3e-08,1,0.1,0.4909090909090909,4.037787e-06
0,1e-07,3e-08,1,0.1,0.5,4.138042e-06
0,1e-07,3e-08,1,0.1,0.509090909090909,4.23235e-06
0,1e-07,3e-08,1,0.1,0.5181818181818182,4.328788e-06
0,1e-07,3e-08,1,0.1,0.5272727272727272,4.451306e-06
0,1e-07,3e-08,1,0.1,0.5363636363636364,4.542676e-06
0,1e-07,3e-08,1,0.1,0.5454545454545454,4.671379e-06
0,1e-07,3e-08,1,0.1,0.5545454545454546,4.775198e-06
0,1e-07,3e-08,1,0.1,0.5636363636363636,4.913733e-06
0,1e-07,3e-08,1,0.1,0.5727272727272728,5.025649e-06
0,1e-07,3e-08,1,0.1,0.5818181818181818,5.157875e-06
0,1e-07,3e-08,1,0.1,0.5909090909090908,5.297952e-06
0,1e-07,3e-08,1,0.1,0.6,5.430166e-06
0,1e-07,3e-08,1,0.1,0.609090909090909,5.565353e-06
0,1e-07,3e-08,1,0.1,0.6181818181818182,5.720503e-06
0,1e-07,3e-08,1,0.1,0.6272727272727272,5.875077e-06
0,1e-07,3e-08,1,0.1,0.6363636363636364,6.041875e-06
0,1e-07,3e-08,1,0.1,0.6454545454545454,6.207776e-06
0,1e-07,3e-08,1,0.1,0.6545454545454545,6.39452e-06
0,1e-07,3e-08,1,0.1,0.6636363636363636,6.554504e-06
0,1e-07,3e-08,1,0.1,0.6727272727272727,6.75325e-06
0,1e-07,3e-08,1,0.1,0.6818181818181818,6.942072e-06
