w,l,nf,flavor,vd,mean_rel_error,vth_error,vth,ion,ioff,peak_gm
1.6e-06,6e-08,1,9,0.6,0.7788752947628734,-0.09281611911584364,0.5630412678591699,4.157759999999993e-09,0.0004586832991199,-2.3929196666666666e-07
2e-07,5e-07,8,1,0.9,0.778585049515031,0.08343691753827254,0.33882050448651146,0.0001526715199999,2.3779999999999965e-07,0.0004297203666663333
8e-07,5e-07,8,5,0.6,0.7784952481901453,0.10470487164951953,0.34273729271055126,0.000500409391,2.512329999999997e-07,0.0014349216133333331
2e-07,1e-06,8,0,0.4,0.7783538732583261,0.08145340148435087,0.33753727379896753,7.804588e-05,3.1780000000000566e-09,0.00021902244999999997
8e-07,5e-07,2,0,0.6,0.778187737770772,0.09173966570321418,0.3455285254452331,0.000127408791,7.485299999999967e-08,0.0003689171133333333
1e-07,2e-07,1,0,0.9,0.7781315903849748,0.32293496511969005,0.04845320587995605,3.440443000000001e-05,3.1510000000002014e-08,8.635170000000002e-05
8e-07,6e-08,1,6,0.6,0.778106598828597,-0.04591816545096916,0.5790736560468174,8.390220000000002e-09,0.00032691909912,-1.1549844333333334e-06
8e-07,4e-08,8,8,0.2,0.7780191797633447,-0.04856895067968703,0.577281165025223,1.4816200000000005e-07,0.0029816607266,
8e-07,3e-08,8,8,0.2,0.7780191797633447,-0.04856895067968703,0.577281165025223,1.4816200000000005e-07,0.0029816607266,
3e-06,3e-08,4,1,0.4,0.7778807377479953,0.09170541849233549,0.31875904598953897,0.00365983495,1.0608599999999976e-07,
3e-06,4e-08,4,1,0.4,0.7778807377479953,0.09170541849233549,0.31875904598953897,0.00365983495,1.0608599999999976e-07,
3e-06,3e-08,4,1,0.8,0.7778588808824352,0.08305540199891992,0.3169445980010801,0.00445713835,3.451500000000013e-07,
3e-06,4e-08,4,1,0.8,0.7778588808824352,0.08305540199891992,0.3169445980010801,0.00445713835,3.451500000000013e-07,
4e-07,5e-07,2,8,0.6,0.7777419745105378,-0.08622871793950049,0.5504254415799265,4.5356099999999965e-09,2.307383912e-05,-2.2728999999999908e-09
3e-06,2e-07,1,9,0.5,0.7777225217869974,-0.0932475939236157,0.5550362028832868,1.7608200000000022e-08,0.0003592546768,-1.0496566666666659e-07
1.6e-06,3e-08,2,8,0.7,0.7775482414479111,-0.07464783750729864,0.5746478375072986,4.72206e-09,0.00100261223869,
1.6e-06,4e-08,2,8,0.7,0.7775482414479111,-0.07464783750729864,0.5746478375072986,4.72206e-09,0.00100261223869,
8e-07,3e-08,8,9,0.7,0.7774560500036009,-0.09957674506049252,0.5699789392701559,5.01084e-09,0.00138528723869,
8e-07,4e-08,8,9,0.7,0.7774560500036009,-0.09957674506049252,0.5699789392701559,5.01084e-09,0.00138528723869,
4e-07,5e-07,1,4,0.5,0.7774349194666388,0.0720350580197871,0.32668321452723925,5.0789353e-05,2.69119e-07,0.00013247597999999997
1.6e-06,5e-07,4,9,0.5,0.7773680547687378,-0.09522137418841625,0.5532235406350695,1.8134400000000017e-08,0.0002274090768,-5.411066666666655e-08
1.6e-06,6e-08,1,7,0.2,0.7773334443691408,-0.04189663997137649,0.5788918199989014,1.5277119999999997e-07,0.0007256050266,-2.8754896666666664e-06
4e-07,6e-08,1,9,0.6,0.7772935028969239,-0.0903352462232262,0.5582692951033162,3.6511299999999925e-09,0.0001201035991199,-5.6087333333333354e-08
1e-07,9e-08,2,5,0.2,0.7771912641536027,0.02189181767221854,0.3012015184083446,7.221604999999999e-05,6.335500000000034e-08,0.0001291898266666666
8e-07,3e-08,8,4,0.1,0.776999566894245,0.15936307986207118,0.08286107650998806,0.001194461856,3.7369000000000055e-08,
8e-07,4e-08,8,4,0.1,0.776999566894245,0.15936307986207118,0.08286107650998806,0.001194461856,3.7369000000000055e-08,
8e-07,6e-08,1,2,0.6,0.7769990251091743,0.048399496407486364,0.31249158713058867,0.000458173391,3.217339999999995e-07,0.00101015328
3e-06,4e-08,4,1,0.6,0.7769760085190542,0.0847779626903542,0.31867698041753617,0.004198705991,2.0403399999999975e-07,
3e-06,3e-08,4,1,0.6,0.7769760085190542,0.0847779626903542,0.31867698041753617,0.004198705991,2.0403399999999975e-07,
8e-07,6e-08,1,2,0.4,0.7769096542053582,0.054336137788821015,0.3131884698141456,0.00041978865,1.60063e-07,0.0009267203499999998
1e-07,4e-08,4,8,0.1,0.7768821307405362,-0.011710577527060062,0.573666199058954,1.899140000000001e-07,0.000269354956,
1e-07,3e-08,4,8,0.1,0.7768821307405362,-0.011710577527060062,0.573666199058954,1.899140000000001e-07,0.000269354956,
1e-07,3e-08,8,6,0.1,0.7768061508263248,0.0,0.6,2.7597600000000017e-07,0.000689567056,
1e-07,4e-08,8,6,0.1,0.7768061508263248,0.0,0.6,2.7597600000000017e-07,0.000689567056,
2.65e-06,1e-06,4,1,0.5,0.7767942872169299,0.10571371172526017,0.3466056482238155,0.000408949483,1.8244900000000002e-07,0.001188091313333333
1.6e-06,3e-08,1,7,0.8,0.7766078013625735,-0.014278296695733661,0.5862876101846627,1.0166370000000002e-08,0.0003772725798,
1.6e-06,4e-08,1,7,0.8,0.7766078013625735,-0.014278296695733661,0.5862876101846627,1.0166370000000002e-08,0.0003772725798,
4e-07,1e-06,8,1,0.5,0.7766007435426255,0.09229760071952903,0.34124511392528994,0.000147641483,1.3178300000000033e-07,0.00042089274666666656
4e-07,5e-07,8,1,0.8,0.7765767517818547,0.0930809779909596,0.340225525149901,0.00028791205,2.514000000000007e-07,0.0008175578333333331
3e-06,4e-08,4,9,0.4,0.7765301112010822,-0.09321826916163611,0.5659456143462542,4.131479999999999e-08,0.0033051217221,
3e-06,3e-08,4,9,0.4,0.7765301112010822,-0.09321826916163611,0.5659456143462542,4.131479999999999e-08,0.0033051217221,
1.6e-06,1e-06,4,0,0.8,0.7765205399380628,0.0902178629889065,0.34664968839437166,0.00025297355,1.0862000000000066e-07,0.0007356072666666665
4e-07,5e-07,8,0,0.9,0.7764895367225776,0.08920399364660808,0.34027480274580313,0.00029488802,2.0400000000000692e-08,0.0008371256333333333
3e-06,5e-07,2,6,0.3,0.7764184726664657,-0.08997453198695704,0.5531365111330041,9.235020000000001e-08,0.0002420224724999,-6.008600000000024e-08
3e-06,3e-08,1,7,0.0,0.776298909074457,0.0,0.6,4.859300000000003e-07,0.00187806292,
3e-06,4e-08,1,7,0.0,0.776298909074457,0.0,0.6,4.859300000000003e-07,0.00187806292,
2e-07,6e-08,4,9,0.2,0.7762580464822657,-0.08209347095823305,0.5571531733783148,1.475576e-07,0.0002560533266,-9.379133333333307e-08
1e-07,3e-08,1,6,0.2,0.7762019191821861,0.0066919453517625405,0.5933080546482374,1.7861990000000005e-07,7.74499666e-05,
1e-07,4e-08,1,6,0.2,0.7762019191821861,0.0066919453517625405,0.5933080546482374,1.7861990000000005e-07,7.74499666e-05,
2e-07,9e-08,1,5,0.8,0.7761474476464957,0.0365218111075461,0.31090490329269316,9.999935e-05,4.509400000000005e-07,0.00022384626666666665
1.6e-06,3e-08,2,6,0.8,0.7759372709761709,-0.0017163643001067985,0.5937632597253955,8.83526e-09,0.0006911913798,
1.6e-06,4e-08,2,6,0.8,0.7759372709761709,-0.0017163643001067985,0.5937632597253955,8.83526e-09,0.0006911913798,
3e-06,6e-08,2,6,0.6,0.7758818828096972,-0.042960066306446554,0.5806899732881926,7.16291e-09,0.00198833529912,-7.675412466666665e-06
4e-07,3e-08,1,7,0.2,0.7758515157886585,0.0034407666051402552,0.5965592333948597,1.5631350000000005e-07,0.0002951356266,
4e-07,4e-08,1,7,0.2,0.7758515157886585,0.0034407666051402552,0.5965592333948597,1.5631350000000005e-07,0.0002951356266,
2e-07,2e-07,1,4,0.2,0.7758471291602429,0.00879249781338709,0.31483035354643657,4.109101e-05,4.8976000000000054e-08,8.823812666666663e-05
1.6e-06,3e-08,1,8,0.7,0.775737984729662,-0.07138271211886715,0.5713827121188672,5.466429999999999e-09,0.00055429323869,
1.6e-06,4e-08,1,8,0.7,0.775737984729662,-0.07138271211886715,0.5713827121188672,5.466429999999999e-09,0.00055429323869,
3e-06,3e-08,4,1,0.7,0.7755676467559375,0.08209563234410899,0.31790436765589103,0.004339621192,2.6492999999999934e-07,
3e-06,4e-08,4,1,0.7,0.7755676467559375,0.08209563234410899,0.31790436765589103,0.004339621192,2.6492999999999934e-07,
2e-07,2e-07,1,1,0.7,0.7755617378349237,0.08032034270283744,0.3259744493695887,5.0770722e-05,1.252390000000001e-07,0.00013285231666666664
8e-07,5e-07,4,5,0.4,0.7755307701859658,0.10216412160692995,0.342873548471998,0.00024216915,1.2401499999999978e-07,0.0006946711833333332
2e-07,4e-08,2,8,0.3,0.7753972375682914,-0.06155462939348555,0.5703779774158338,8.392289999999997e-08,0.0002295818724999,
2e-07,3e-08,2,8,0.3,0.7753972375682914,-0.06155462939348555,0.5703779774158338,8.392289999999997e-08,0.0002295818724999,
2e-07,4e-08,4,7,0.0,0.7753919643485475,0.006015701963850484,0.5939842980361495,3.3309000000000124e-07,0.00062049382,
2e-07,3e-08,4,7,0.0,0.7753919643485475,0.006015701963850484,0.5939842980361495,3.3309000000000124e-07,0.00062049382,
1.6e-06,5e-07,8,8,0.2,0.7752081948544174,-0.09335668946745157,0.5540513899287882,1.4897159999999997e-07,0.0004633960266,-1.1627700000000016e-07
4e-07,5e-07,2,6,0.6,0.7751394162599969,-0.08466696064616813,0.5499280504301775,8.067230000000003e-09,2.384013912e-05,-2.610066666666647e-09
1.6e-06,5e-07,4,5,0.5,0.7750829005780534,0.1097395182423539,0.34463182002508647,0.0004596102829999,1.8943400000000082e-07,0.001326432346666333
4e-07,4e-08,1,1,0.7,0.7750464152822852,0.07387117503465851,0.31491283992612173,0.000225591292,1.648710000000006e-07,
4e-07,3e-08,1,1,0.7,0.7750464152822852,0.07387117503465851,0.31491283992612173,0.000225591292,1.648710000000006e-07,
3e-06,3e-08,4,9,0.1,0.7750386883050002,-0.08433016777301283,0.5690995729502484,1.8253499999999985e-07,0.003741518556,
3e-06,4e-08,4,9,0.1,0.7750386883050002,-0.08433016777301283,0.5690995729502484,1.8253499999999985e-07,0.003741518556,
1.6e-06,9e-08,1,9,0.6,0.7748738589738076,-0.09248698631116048,0.5630829095825949,4.20995e-09,0.00038703309912,-1.7255499999999997e-07
1.6e-06,4e-08,4,5,0.4,0.7748551575943828,0.0501957741467855,0.30367479374377737,0.00237194295,1.3867700000000004e-07,
1.6e-06,3e-08,4,5,0.4,0.7748551575943828,0.0501957741467855,0.30367479374377737,0.00237194295,1.3867700000000004e-07,
1.6e-06,5e-07,8,6,0.2,0.7748543416731886,-0.0911592228377659,0.553968256270203,1.6764219999999997e-07,0.0004787185266,-1.1991900000000016e-07
3e-06,4e-08,4,1,0.5,0.7748296494304767,0.08785665988574454,0.3191509520197113,0.003996697683,1.792620000000004e-07,
3e-06,3e-08,4,1,0.5,0.7748296494304767,0.08785665988574454,0.3191509520197113,0.003996697683,1.792620000000004e-07,
1.6e-06,5e-07,2,1,0.4,0.7748274038073627,0.10314214401607891,0.3462693973161063,0.00022772385,1.0136499999999966e-07,0.0006608527166666666
3e-06,5e-07,2,1,0.5,0.7747985937393204,0.1055954997535401,0.3469550608536386,0.000429419183,1.812850000000001e-07,0.0012488280133333331
3e-06,4e-08,4,1,0.9,0.7747065444585461,0.08410431970288518,0.31589568029711484,0.00455690012,4.279399999999992e-07,
3e-06,3e-08,4,1,0.9,0.7747065444585461,0.08410431970288518,0.31589568029711484,0.00455690012,4.279399999999992e-07,
3e-06,2e-07,1,7,0.4,0.7746440161572608,-0.08734428162277719,0.558984133224433,4.3735100000000006e-08,0.0004143714221,-1.442446666666666e-07
3e-06,5e-07,2,7,0.5,0.7745475990754345,-0.09148491480937593,0.5537845294590047,1.92445e-08,0.0002344547768,-5.637099999999996e-08
3e-06,5e-07,2,9,0.3,0.7744143306074398,-0.09595791197187586,0.5528654050596279,8.116279999999997e-08,0.0002312067725,-5.7696999999999964e-08
1.6e-06,5e-07,8,1,0.9,0.7741893081792688,0.10650454162372064,0.34555534956748557,0.00090380372,4.07140000000001e-07,0.0026161506333333326
1.6e-06,3e-08,4,4,0.1,0.7741443777952147,0.15668711496698162,0.09381888016016364,0.001170693856,7.239999999999993e-08,
1.6e-06,4e-08,4,4,0.1,0.7741443777952147,0.15668711496698162,0.09381888016016364,0.001170693856,7.239999999999993e-08,
1e-07,1e-06,4,1,0.4,0.7740533338964116,0.08000479683601613,0.332682606993502,2.227221e-05,3.573999999999976e-08,6.108963333333333e-05
1e-07,3e-08,1,9,0.5,0.7738873708317517,-0.059786532327416486,0.5368569100563683,1.8062100000000012e-08,4.38417368e-05,
1e-07,4e-08,1,9,0.5,0.7738873708317517,-0.059786532327416486,0.5368569100563683,1.8062100000000012e-08,4.38417368e-05,
1.6e-06,9e-08,1,7,0.7,0.7738700503755905,-0.08266297617175677,0.5764963407276443,3.9941600000000014e-09,0.00038533983869,-4.7065169999999997e-07
3e-06,5e-07,1,1,0.4,0.7738611748040461,0.10293010653215157,0.3478154345646237,0.00021221615,9.2739e-08,0.0006187049166666666
1e-07,5e-07,2,0,0.4,0.7738587368049986,0.07643196336658276,0.33175858684767623,2.420719e-05,4.0859999999997115e-09,6.562494666666665e-05
4e-07,6e-08,1,7,0.1,0.773841219633068,-0.03560393077682722,0.5763171116900109,2.1870200000000018e-07,0.000183225756,-5.247433333333333e-07
2e-07,1e-06,8,8,0.6,0.7738172641444303,-0.07860087184102393,0.5450710365096411,4.523120000000005e-09,1.779185912e-05,-4.143133333333291e-09
4e-07,6e-08,4,1,0.6,0.7737538233742249,0.08110560253454308,0.3156628169867154,0.0007603571909999,1.806139999999996e-07,0.001752212946666333
8e-07,6e-08,1,2,0.5,0.7736910532939228,0.05146740199561589,0.31297784760387626,0.0004428806829999,2.473230000000006e-07,0.0009803130466663331
2e-07,9e-08,2,2,0.5,0.7736458101985918,0.04059895653767165,0.3114728963293823,0.000199506483,2.1800500000000066e-07,0.00044146448
2e-07,5e-07,4,1,0.5,0.7735444758426868,0.08370098253996927,0.3379596110606534,7.593668300000001e-05,1.1599100000000064e-07,0.00021294881333333332
8e-07,6e-08,4,9,0.1,0.7733434869309026,-0.08751553062899364,0.5636540140765113,1.845730000000002e-07,0.0010000645559999,-5.948233333333323e-07
2e-07,1e-06,4,0,0.7,0.7732103084246539,0.08185403024013166,0.3390347403664825,4.0857512e-05,4.841400000000021e-08,0.0001154289833333333
1e-07,1e-06,2,4,0.4,0.7729318937070861,0.032851619242783625,0.32186588783115144,1.589545e-05,1.7450300000000006e-07,3.9605739999999995e-05
3e-06,3e-08,4,9,0.2,0.7728946201694596,-0.08718540807111752,0.5679531003560865,1.4439200000000004e-07,0.0036149587266,
3e-06,4e-08,4,9,0.2,0.7728946201694596,-0.08718540807111752,0.5679531003560865,1.4439200000000004e-07,0.0036149587266,
1e-07,1e-06,8,4,0.8,0.7728474286987645,0.036327587098704595,0.32374878436815974,6.433381e-05,5.319200000000005e-07,0.0001652635333333333
2e-07,9e-08,2,2,0.4,0.7728039690757168,0.0407946503183223,0.3112212777322855,0.00018889755,1.3546999999999982e-07,0.0004142462499999998
2.65e-06,1e-06,2,6,0.6,0.7727945391252689,-0.08853959016775087,0.5567314703019993,6.4792899999999945e-09,7.592873912e-05,-2.202893333333335e-08
1.6e-06,6e-08,8,5,0.6,0.7727347766667831,0.06011321279628523,0.3114976024303766,0.003924710991,2.581369999999997e-07,0.008429398946666998
3e-06,5e-07,4,2,0.5,0.7726770653971206,0.1112672139605142,0.3470583186385232,0.000820158483,2.4799000000000014e-07,0.002386139380000333
1.6e-06,9e-08,8,0,0.9,0.7725324391392827,0.03729829280201613,0.31729636406440936,0.00428051112,6.855999999999854e-08,0.009967226633333333
1e-07,4e-08,1,8,0.6,0.7725217782238393,-0.07202992097510608,0.5720299209751061,4.611699999999999e-09,5.016590912e-05,
1e-07,3e-08,1,8,0.6,0.7725217782238393,-0.07202992097510608,0.5720299209751061,4.611699999999999e-09,5.016590912e-05,
4e-07,2e-07,1,9,0.6,0.7725198119973968,-0.0905386936961054,0.5525583875843578,3.763569999999995e-09,4.239829912e-05,-9.671866666666667e-09
8e-07,4e-08,4,0,0.1,0.7724391704452066,0.021011446824871716,0.26823465254450723,0.0006206198559999,2.70445e-07,
8e-07,3e-08,4,0,0.1,0.7724391704452066,0.021011446824871716,0.26823465254450723,0.0006206198559999,2.70445e-07,
4e-07,4e-08,4,8,0.8,0.772402474817004,-0.07998921667013903,0.579989216670139,1.0387020000000002e-08,0.0003254664798,
4e-07,3e-08,4,8,0.8,0.772402474817004,-0.07998921667013903,0.579989216670139,1.0387020000000002e-08,0.0003254664798,
2e-07,5e-07,2,0,0.7,0.7723720016488955,0.08650545671189597,0.33553017726786494,4.2409572000000005e-05,3.241000000000059e-08,0.00011843151666666666
1e-07,3e-08,2,8,0.2,0.7722638953970686,-0.025780808370415298,0.5713761056828001,1.4684329999999996e-07,0.0001198710266,
1e-07,4e-08,2,8,0.2,0.7722638953970686,-0.025780808370415298,0.5713761056828001,1.4684329999999996e-07,0.0001198710266,
3e-06,6e-08,8,2,0.4,0.7722167006538315,0.07459410487838602,0.3119316863268561,0.00590369595,1.7760199999999985e-07,0.012174781016666665
4e-07,4e-08,1,1,0.5,0.7722134582037847,0.08284359745100567,0.31715640254899435,0.000210785783,1.1462600000000001e-07,
4e-07,3e-08,1,1,0.5,0.7722134582037847,0.08284359745100567,0.31715640254899435,0.000210785783,1.1462600000000001e-07,
8e-07,2e-07,1,7,0.4,0.7722020551345657,-0.0920899556568397,0.5590918668336539,4.5503399999999976e-08,0.0001115834220999,-3.933400000000007e-08
4e-07,4e-08,2,7,0.0,0.7719681126670563,0.0013061445946800365,0.5986938554053199,3.5318000000000057e-07,0.00059776822,
4e-07,3e-08,2,7,0.0,0.7719681126670563,0.0013061445946800365,0.5986938554053199,3.5318000000000057e-07,0.00059776822,
1e-07,9e-08,2,2,0.3,0.7719529892869769,0.024990333659000108,0.3047277093209796,9.68824e-05,4.410099999999995e-08,0.00019391945999999995
4e-07,9e-08,2,8,0.4,0.7718309755340138,-0.0805969659347251,0.5633789858698068,4.269950000000002e-08,0.0002275586221,-1.1790233333333324e-07
8e-07,1e-06,8,5,0.4,0.771734979527672,0.09611531533671502,0.34321552245697445,0.00024864805,1.2045399999999997e-07,0.0007144136166666665
3e-06,2e-07,1,2,0.5,0.7716793468928717,0.09841454925519177,0.3399796647398588,0.000500582983,2.285610000000007e-07,0.00141929008
4e-07,3e-08,1,7,0.3,0.7716109871460265,0.00773295455209877,0.5922670454479012,8.860949999999998e-08,0.0002833909724999,
4e-07,4e-08,1,7,0.3,0.7716109871460265,0.00773295455209877,0.5922670454479012,8.860949999999998e-08,0.0002833909724999,
8e-07,6e-08,4,0,0.1,0.7713575298393182,0.005129807912786777,0.3044637962901488,0.0005562014559999,2.8896700000000005e-07,0.0009150751583331667
8e-07,1e-06,4,4,0.8,0.7713226773490454,0.07492412328140335,0.33065531320987507,0.00018889625,5.397600000000001e-07,0.0005098922666666666
4e-07,3e-08,2,8,0.7,0.7711981029402586,-0.07238636894902872,0.5723863689490287,4.464849999999999e-09,0.00028503983869,
4e-07,4e-08,2,8,0.7,0.7711981029402586,-0.07238636894902872,0.5723863689490287,4.464849999999999e-09,0.00028503983869,
2.65e-06,1e-06,8,1,0.7,0.7709341069777351,0.10874197161604493,0.34424639483323605,0.0007757259919999,2.827659999999996e-07,0.002236978516666333
1.6e-06,3e-08,4,5,0.3,0.7708675574298325,0.05295143011156145,0.30350541625375715,0.00196212875,5.2370999999999966e-08,
1.6e-06,4e-08,4,5,0.3,0.7708675574298325,0.05295143011156145,0.30350541625375715,0.00196212875,5.2370999999999966e-08,
1.6e-06,5e-07,1,9,0.6,0.770683459097494,-0.09400409086282119,0.5551708116267399,4.086639999999993e-09,5.482717912e-05,-1.37013e-08
4e-07,5e-07,4,6,0.6,0.7705411458314659,-0.08659984117480041,0.5518609177650102,8.076089999999995e-09,4.809639912e-05,-9.059933333333349e-09
3e-06,9e-08,1,9,0.5,0.7703283855115604,-0.09248087909410702,0.5631463756217912,1.7466200000000016e-08,0.0007422102768,-3.6535833333333327e-07
1.6e-06,6e-08,4,6,0.6,0.7702123967610885,-0.04646269110280321,0.5810878092448056,7.624519999999996e-09,0.00209266529912,-8.649777099999998e-06
3e-06,6e-08,2,5,0.2,0.7702042340930556,0.0696457139831369,0.30929764686586825,0.00120808416,9.50860000000002e-08,0.0021480632266666663
4e-07,9e-08,2,6,0.3,0.7701804451197057,-0.07448404794003322,0.5705077969380732,9.758840000000005e-08,0.0002670254725,-2.6209099999999996e-07
1e-07,3e-08,8,6,0.2,0.7701742497433118,0.0007645133027988082,0.5992354866972012,1.76449e-07,0.0006664641266,
1e-07,4e-08,8,6,0.2,0.7701742497433118,0.0007645133027988082,0.5992354866972012,1.76449e-07,0.0006664641266,
3e-06,6e-08,8,1,0.3,0.7701282469935592,0.10062494396319888,0.31514292980117503,0.00428883575,3.516300000000014e-08,0.009170263593333332
1.6e-06,4e-08,2,9,0.8,0.7700992414417486,-0.09603500013888944,0.5743933313272896,1.103157e-08,0.0004783170798,
1.6e-06,3e-08,2,9,0.8,0.7700992414417486,-0.09603500013888944,0.5743933313272896,1.103157e-08,0.0004783170798,
3e-06,4e-08,8,0,0.3,0.7700526507452612,0.1335266111504021,0.1664733888495979,0.00511320875,3.891690000000002e-07,
3e-06,3e-08,8,0,0.3,0.7700526507452612,0.1335266111504021,0.1664733888495979,0.00511320875,3.891690000000002e-07,
2e-07,3e-08,8,8,0.7,0.7700255103411914,-0.073749676501359,0.573749676501359,5.03649e-09,0.00056899513869,
2e-07,4e-08,8,8,0.7,0.7700255103411914,-0.073749676501359,0.573749676501359,5.03649e-09,0.00056899513869,
3e-06,2e-07,1,1,0.8,0.7699941700550094,0.09750282439229202,0.338977386327157,0.00052667995,3.306800000000004e-07,0.0014865656666666663
4e-07,6e-08,8,9,0.2,0.7699765025866541,-0.08944995165575498,0.5636411402250484,1.474257e-07,0.0009929797266,-6.378046666666662e-07
8e-07,1e-06,4,0,0.6,0.769794598698704,0.08599122601227077,0.3463592363006927,0.000130614991,7.123999999999969e-08,0.0003793165133333333
8e-07,5e-07,8,2,0.5,0.7697071342668232,0.10304919390276773,0.34383734989953557,0.000499964583,2.5129200000000024e-07,0.00143903838
1.6e-06,3e-08,8,8,0.4,0.7695685941137409,-0.07786138913418483,0.5778613891341848,4.351170000000002e-08,0.0043845807220999,
1.6e-06,4e-08,8,8,0.4,0.7695685941137409,-0.07786138913418483,0.5778613891341848,4.351170000000002e-08,0.0043845807220999,
3e-06,2e-07,1,8,0.5,0.769519018216722,-0.09128023419368642,0.5588719689875208,1.8117000000000003e-08,0.0003903585768,-1.4466666666666659e-07
1.6e-06,9e-08,2,7,0.1,0.7694989982413719,-0.07903090614914199,0.5732692063826546,2.10638e-07,0.001023653556,-1.3840166666666667e-06
8e-07,3e-08,1,5,0.6,0.7694616340485556,0.031758792006973346,0.3,0.0004916876909999,2.768349999999996e-07,
8e-07,4e-08,1,5,0.6,0.7694616340485556,0.031758792006973346,0.3,0.0004916876909999,2.768349999999996e-07,
4e-07,6e-08,4,1,0.5,0.7694481337280724,0.08452902615317753,0.31603320824261166,0.000732378383,1.354010000000007e-07,0.0016932940466666665
8e-07,4e-08,8,9,0.0,0.7693152013428952,-0.0744608894048398,0.5701790880531382,6.1713e-07,0.00244113692,
8e-07,3e-08,8,9,0.0,0.7693152013428952,-0.0744608894048398,0.5701790880531382,6.1713e-07,0.00244113692,
4e-07,5e-07,8,4,0.1,0.7692402546745621,0.020844401523096023,0.31524636245137955,0.000137664356,2.155440000000001e-07,0.0002841939733333333
8e-07,6e-08,1,2,0.8,0.7691647134508848,0.04100915998762167,0.3113893638482321,0.00047971855,4.976300000000005e-07,0.0010447904333336666
1e-07,3e-08,2,6,0.6,0.7691469405952772,0.007317970552604747,0.5926820294473952,9.127220000000004e-09,0.00013529679912,
1e-07,4e-08,2,6,0.6,0.7691469405952772,0.007317970552604747,0.5926820294473952,9.127220000000004e-09,0.00013529679912,
1.6e-06,1e-06,8,6,0.5,0.7691261102473779,-0.08902156502532693,0.5535644987627554,2.28087e-08,0.0001788669768,-4.4969333333333327e-08
1.6e-06,9e-08,8,0,0.4,0.7691144550231069,0.04475472782963569,0.31645282238925476,0.00353867895,2.3749999999999984e-08,0.00799981435
8e-07,6e-08,1,2,0.7,0.7690860816926707,0.044372504524374745,0.3118977105780973,0.000469726192,3.664969999999999e-07,0.00102999385
1.6e-06,6e-08,4,5,0.2,0.7690846769076249,0.06339846955422984,0.3087264480370456,0.00132248216,8.078600000000019e-08,0.0023236308933333332
4e-07,5e-07,2,1,0.4,0.769062886130774,0.09270309259054971,0.33811173775595277,7.129134e-05,6.261199999999995e-08,0.00020067181666666667
1.6e-06,6e-08,1,8,0.1,0.7689196674562211,-0.07556573786344112,0.5730500424249381,1.89721e-07,0.000653190956,-1.0165066666666666e-06
4e-07,6e-08,4,1,0.4,0.7688902632239258,0.08557610498476242,0.3161786732931135,0.00068996625,7.896699999999973e-08,0.0015942343499999996
4e-07,5e-07,8,5,0.5,0.7686339793880581,0.09706826287404358,0.3396713946613624,0.0002799372829999,2.035900000000002e-07,0.0007930404799996666
1.6e-06,4e-08,4,2,0.2,0.7686256892359891,0.04732954312894283,0.3040188600310746,0.00181846916,5.620700000000039e-08,
1.6e-06,3e-08,4,2,0.2,0.7686256892359891,0.04732954312894283,0.3040188600310746,0.00181846916,5.620700000000039e-08,
1.6e-06,3e-08,4,0,0.2,0.7684431896471122,0.014769289627649007,0.285230710372351,0.00187713016,8.95740000000003e-08,
1.6e-06,4e-08,4,0,0.2,0.7684431896471122,0.014769289627649007,0.285230710372351,0.00187713016,8.95740000000003e-08,
1e-07,4e-08,1,7,0.7,0.7683379055988656,-0.020631941781390273,0.5823128109654834,3.3034800000000007e-09,5.037813869e-05,
1e-07,3e-08,1,7,0.7,0.7683379055988656,-0.020631941781390273,0.5823128109654834,3.3034800000000007e-09,5.037813869e-05,
8e-07,1e-06,4,0,0.4,0.7683228965466308,0.0853740776378259,0.3453221778437225,0.00012729415,4.415999999999925e-09,0.00036857641666666657
2e-07,4e-08,1,1,0.6,0.7682773328953242,0.058373200783112644,0.31254075909259854,0.000116850291,1.2841599999999992e-07,
2e-07,3e-08,1,1,0.6,0.7682773328953242,0.058373200783112644,0.31254075909259854,0.000116850291,1.2841599999999992e-07,
2e-07,3e-08,1,7,0.4,0.7682466489014614,0.010182781979557243,0.5782636394922867,4.6647800000000024e-08,0.0001329978221,
2e-07,4e-08,1,7,0.4,0.7682466489014614,0.010182781979557243,0.5782636394922867,4.6647800000000024e-08,0.0001329978221,
2e-07,6e-08,1,7,0.1,0.7681933649810994,-0.031115271219733676,0.5725534552867388,2.2463800000000014e-07,8.9374236e-05,-1.173533333333328e-07
4e-07,5e-07,2,2,0.3,0.7680439652827205,0.09628522558828656,0.33500311038352965,6.463641000000001e-05,6.805900000000017e-08,0.00017856736000000002
4e-07,4e-08,4,7,0.7,0.7679428113321828,-0.026586267014711895,0.5813938008944725,3.573239999999998e-09,0.00065175333869,
4e-07,3e-08,4,7,0.7,0.7679428113321828,-0.026586267014711895,0.5813938008944725,3.573239999999998e-09,0.00065175333869,
1.6e-06,5e-07,8,1,0.8,0.767881696538965,0.10666998810992823,0.34542238494701427,0.00090152645,3.317800000000011e-07,0.0026097334333333327
8e-07,4e-08,1,6,0.0,0.7678612318746418,0.0,0.6,9.441000000000104e-08,0.00064289322,
8e-07,3e-08,1,6,0.0,0.7678612318746418,0.0,0.6,9.441000000000104e-08,0.00064289322,
